,Year,State,Population,Index,Violent,Property,Murder,Rape,Robbery,Aggravated Assault,Burglary,Larceny-Theft,Vehicle Theft
2649,1983,VT,525000,21697,696,21001,19,214,146,317,5724,14296,981
2650,1984,VT,530000,21030,769,20261,12,105,122,530,5387,14054,820
2651,1985,VT,535000,20801,790,20011,18,103,112,557,5210,13924,877
2652,1986,VT,541000,21515,807,20708,11,118,120,558,5135,14593,980
2653,1987,VT,548000,23406,748,22658,15,123,92,518,6085,15485,1088
2654,1988,VT,556000,23577,791,22786,11,128,89,563,6098,15591,1097
2655,1989,VT,567000,23182,753,22429,11,131,102,509,5835,15466,1128
2656,1990,VT,562758,24429,716,23713,13,146,66,491,6119,16424,1170
2657,1991,VT,567000,22426,662,21764,12,173,67,410,5784,15161,819
2658,1992,VT,570000,19437,624,18813,12,142,51,419,4706,13507,600
2659,1993,VT,576000,22881,658,22223,21,229,52,356,5036,16423,764
2660,1994,VT,580000,18852,562,18290,6,160,71,325,4274,13154,862
2661,1995,VT,585000,20087,692,19395,13,165,64,450,4451,14150,794
2662,1996,VT,589000,17687,714,16973,11,159,91,453,3964,12124,885
2663,1997,VT,589000,16658,705,15953,9,156,79,461,3611,11542,800
2664,1998,VT,591000,18552,628,17924,13,163,56,396,3966,13084,874
2665,1999,VT,593740,16735,676,16059,17,136,65,458,3537,11610,912
2666,2000,VT,608827,18185,691,17494,9,140,117,425,3501,13184,800
2667,2001,VT,612978,16978,644,16334,7,107,107,423,3150,12426,758
2668,2002,VT,616408,15600,658,14942,13,126,77,442,3489,10684,769
2669,2003,VT,619343,14510,707,13803,15,126,62,504,3017,10132,654
2670,2004,VT,621233,15039,713,14559,16,160,78,459,3435,10537,587
2671,2005,VT,622387,15521,782,14749,8,153,76,545,3185,10894,670
2672,2006,VT,623908,15131,852,14379,12,150,110,580,3300,10493,586
2673,2007,VT,621254,15102,772,14430,12,123,80,557,3106,10683,641
2674,2008,VT,621049,16757,854,15903,17,133,93,611,3515,11802,586
2675,2009,VT,621760,15847,837,15010,8,132,111,586,3471,11090,449
2676,2010,VT,625909,14980,820,14160,7,141,76,596,3348,10373,439
2677,2011,VT,626592,16011,925,15086,11,146,99,669,3838,10720,528
2678,2012,VT,625953,16544,891,15653,8,131,114,638,4179,11014,460
2679,2013,VT,626855,14657,775,13882,10,113,75,554,3352,10193,337
2680,2014,VT,626767,10364,643,9721,10,85,72,444,2092,7375,254
2681,2015,VT,626088,9811,747,9064,10,104,105,482,2034,6834,196
2682,2016,VT,624594,11591,989,10602,14,124,106,691,2103,8217,282
2683,2017,VT,624525,10421,1082,9339,17,254,100,711,1945,7169,225
2684,2018,VT,624358,9366,1155,8211,11,326,73,745,1496,6451,264
2685,2019,VT,623989,10150,1262,8888,11,278,71,902,1275,7315,298
2686,1960,VA,3966949,65568,7286,58282,487,319,1042,5438,15594,37660,5028
2687,1961,VA,4059000,71851,7555,64296,349,414,1065,5727,17201,41626,5469
2688,1962,VA,4177000,73669,7720,65949,362,342,1070,5946,18034,42551,5364
2689,1963,VA,4331000,80937,8259,72678,307,415,1267,6270,19536,47339,5803
2690,1964,VA,4378000,95752,10561,85191,367,506,1517,8171,23553,54711,6927
2691,1965,VA,4457000,98021,10145,87876,365,536,1780,7464,24454,55751,7671
2692,1966,VA,4507000,104955,10399,94556,364,540,2006,7489,27968,57336,9252
2693,1967,VA,4536000,118784,10328,108456,411,601,2397,6919,32709,64808,10939
2694,1968,VA,4597000,132741,12821,119920,473,716,3027,8605,36153,71708,12059
2695,1969,VA,4669000,140447,12433,128014,341,766,3782,7544,35496,78912,13606
2696,1970,VA,4648494,170386,14040,156346,483,796,4437,8324,42514,99239,14593
2697,1971,VA,4714000,171286,15384,155902,475,1006,5033,8870,43376,97888,14638
2698,1972,VA,4764000,161328,16483,144845,561,1034,5408,9480,42729,88711,13405
2699,1973,VA,4811000,171157,16007,155150,503,1104,5044,9356,45106,96428,13616
2700,1974,VA,4908000,205544,17514,188030,522,1269,6253,9470,55997,118251,13782
2701,1975,VA,4967000,225821,18917,206904,570,1194,6878,10275,57901,135634,13369
2702,1976,VA,5032000,211501,15485,196016,476,1115,5444,8450,51279,133360,11377
2703,1977,VA,5135000,206636,14893,191743,460,1199,4727,8507,50640,129464,11639
2704,1978,VA,5148000,209677,14743,194934,452,1168,5000,8123,51006,132140,11788
2705,1979,VA,5197000,226656,15642,211014,447,1407,5799,7989,56265,141923,12826
2706,1980,VA,5323412,245942,16355,229587,459,1458,6392,8046,64020,153437,12130
2707,1981,VA,5426000,253440,17456,235984,464,1478,7229,8285,63350,161678,10956
2708,1982,VA,5491000,233683,16970,216713,405,1366,6708,8491,53457,153148,10108
2709,1983,VA,5550000,219868,16236,203632,387,1370,6132,8347,51055,142714,9863
2710,1984,VA,5636000,213241,16660,196581,434,1503,5765,8958,47436,138808,10337
2711,1985,VA,5706000,215634,16813,198821,405,1551,5720,9137,44797,142800,11224
2712,1986,VA,5787000,223366,17708,205658,411,1533,6118,9646,47021,145935,12702
2713,1987,VA,5904000,233768,17414,216354,437,1537,6244,9196,47642,153690,15022
2714,1988,VA,5996000,250436,17940,232496,468,1622,6748,9102,49069,165343,18084
2715,1989,VA,6098000,256814,19057,237757,480,1638,6494,10445,46156,172645,18956
2716,1990,VA,6187358,274757,21694,253063,545,1915,7626,11608,45236,187564,20263
2717,1991,VA,6286000,289619,23459,266160,583,1879,8651,12346,49224,195652,21284
2718,1992,VA,6377000,274118,23907,250211,564,2008,8787,12548,45217,185506,19488
2719,1993,VA,6491000,267135,24160,242975,539,2083,9216,12322,43338,181104,18533
2720,1994,VA,6552000,265200,23437,241763,571,1868,8704,12294,41855,181619,18289
2721,1995,VA,6618000,264005,23921,240084,503,1799,8718,12901,39388,181333,19363
2722,1996,VA,6675000,264882,22782,242100,500,1783,8181,12318,39255,184237,18608
2723,1997,VA,6734000,261022,23249,237773,488,1819,8384,12558,38475,180406,18892
2724,1998,VA,6791000,248576,22115,226461,422,1810,7171,12712,38094,170012,18355
2725,1999,VA,6872912,231886,21626,210260,392,1720,6947,12567,32411,159896,17953
2726,2000,VA,7078515,214348,19943,194405,401,1616,6295,11631,30434,146158,17813
2727,2001,VA,7196750,228445,20939,207506,364,1770,6860,11945,31604,157060,18842
2728,2002,VA,7287829,229039,21256,207783,388,1839,6961,12068,31757,157548,18478
2729,2003,VA,7365284,220939,20490,200449,416,1807,6713,11554,29105,153367,17977
2730,2004,VA,7481332,220227,20608,200368,390,1816,6899,11503,28759,154154,17455
2731,2005,VA,7564327,221838,21434,200404,458,1763,7495,11711,29829,154584,15991
2732,2006,VA,7642884,210974,21568,189406,399,1792,7749,11628,31913,142679,14814
2733,2007,VA,7712091,211007,20798,190209,406,1745,7651,10996,31688,144467,14054
2734,2008,VA,7795424,216738,20038,196700,370,1794,7470,10404,32184,151171,13345
2735,2009,VA,7882590,212215,18195,194020,370,1572,6342,9911,31956,150374,11690
2736,2010,VA,8023953,204587,17184,187403,376,1580,5678,9550,30804,145990,10609
2737,2011,VA,8104384,198916,16014,182902,304,1591,5425,8694,30656,142476,9770
2738,2012,VA,8186628,194110,15676,178434,322,1505,4718,9131,29651,139654,9129
2739,2013,VA,8270345,187913,16355,171558,320,1476,4574,9111,26717,136215,8626
2740,2014,VA,8328098,178456,16522,161934,350,1687,4294,9462,23210,131001,7723
2741,2015,VA,8367587,174508,16705,157803,390,1767,4459,9357,21542,128064,8197
2742,2016,VA,8411808,174714,18302,156412,484,1965,4803,10278,20018,126606,9788
2743,2017,VA,8465207,170326,17811,152515,470,3026,4331,9984,18524,123812,10179
2744,2018,VA,8501286,160288,17357,142931,417,3072,3610,10258,15659,116496,10776
2745,2019,VA,8535519,157966,17753,140213,426,2816,3524,10987,13900,116044,10269
2746,1960,WA,2853214,63688,1616,62072,61,166,886,503,13908,43657,4507
2747,1961,WA,2902000,64752,1687,63065,63,180,902,542,13694,44450,4921
2748,1962,WA,3006000,70151,1913,68238,74,189,912,738,14695,48212,5331
2749,1963,WA,3050000,73085,2034,71051,76,196,914,848,16134,49490,5427
2750,1964,WA,2984000,81437,2761,78676,72,229,850,1610,17914,55011,5751
2751,1965,WA,2990000,81367,3081,78286,67,304,905,1805,18271,54290,5725
2752,1966,WA,2980000,92357,3673,88684,75,346,1094,2158,19958,61563,7163
2753,1967,WA,3087000,115353,4754,110599,96,387,1686,2585,25859,76049,8691
2754,1968,WA,3276000,129892,6970,122922,118,561,3223,3068,33399,79790,9733
2755,1969,WA,3402000,157711,8243,149468,124,660,3844,3615,44106,92411,12951
2756,1970,WA,3409169,166404,7546,158858,120,613,3189,3624,49244,97279,12335
2757,1971,WA,3449000,168514,8155,160359,130,612,3219,4194,48038,100447,11874
2758,1972,WA,3443000,161932,8627,153305,146,749,3016,4716,47563,94336,11406
2759,1973,WA,3429000,174534,9309,165225,137,897,3302,4973,52819,99522,12884
2760,1974,WA,3476000,208875,12036,196839,179,1008,4015,6834,61611,121132,14096
2761,1975,WA,3544000,217634,13851,203783,202,1160,4395,8094,61065,129060,13658
2762,1976,WA,3612000,209280,14036,195244,154,1238,4317,8327,59324,123324,12596
2763,1977,WA,3658000,209521,13714,195807,159,1447,3886,8222,58732,123894,13181
2764,1978,WA,3774000,230802,15296,215506,175,1556,4719,8846,66672,133931,14903
2765,1979,WA,3926000,256349,17064,239285,187,1821,4739,10317,70024,152204,17057
2766,1980,WA,4113331,284436,19098,265338,225,2169,5558,11146,76598,172468,16272
2767,1981,WA,4212000,283974,18839,265135,213,2115,5475,11036,79696,171994,13445
2768,1982,WA,4245000,266680,17251,249429,185,1947,5003,10116,71322,166188,11919
2769,1983,WA,4300000,261343,15986,245357,212,1923,4533,9318,70526,163953,10878
2770,1984,WA,4349000,265363,17676,247687,202,2176,5247,10051,74021,162905,10761
2771,1985,WA,4409000,287856,18757,269099,231,2420,5821,10285,79859,176501,12739
2772,1986,WA,4463000,307040,19505,287535,223,2382,6031,10869,83078,190420,14037
2773,1987,WA,4538000,318436,19945,298491,256,2370,6417,10902,86428,194131,17932
2774,1988,WA,4619000,328551,21543,307008,264,2611,6738,11930,85711,201301,19996
2775,1989,WA,4761000,313932,22460,291472,209,2938,6672,12641,73563,196122,21787
2776,1990,WA,4866692,302850,24410,278440,238,3115,6326,14731,61460,195221,21759
2777,1991,WA,5018000,316339,26224,290115,211,3529,7303,15181,61996,205814,22305
2778,1992,WA,5136000,317035,27454,289581,258,3697,7178,16321,57612,207755,24214
2779,1993,WA,5255000,312793,27040,285753,271,3384,7204,16181,56083,205701,23969
2780,1994,WA,5343000,322051,27317,294734,294,3230,7464,16329,55793,212198,26743
2781,1995,WA,5431000,340513,26300,314213,275,3214,7209,15602,59265,224861,30087
2782,1996,WA,5533000,326968,23857,303111,255,2828,6587,14187,58512,215706,28893
2783,1997,WA,5610000,332466,24724,307742,241,2885,6734,14864,62064,213823,31855
2784,1998,WA,5689000,333799,24380,309419,224,2740,6577,14839,60446,213773,35200
2785,1999,WA,5756361,302509,21716,280793,171,2711,5808,13026,54652,192334,33807
2786,2000,WA,5894121,300932,21788,279144,196,2737,5812,13043,53476,190650,35018
2787,2001,WA,5993390,308492,21258,287234,179,2600,5934,12545,53024,195133,39077
2788,2002,WA,6067060,309931,20964,288967,184,2734,5797,12249,54948,193526,40493
2789,2003,WA,6131298,312814,21272,291542,182,2863,5718,12509,58271,192653,40618
2790,2004,WA,6207046,322167,21330,300837,190,2857,5866,12417,60632,196972,43233
2791,2005,WA,6291899,329406,21745,307661,205,2811,5788,12941,60341,198031,49287
2792,2006,WA,6396798,308653,22120,286533,190,2746,6405,12779,58307,182327,45899
2793,2007,WA,6468424,282849,22120,260729,173,2629,6053,12691,52704,170403,37622
2794,2008,WA,6566073,268624,21739,247885,193,2627,6397,12522,52756,166384,28745
2795,2009,WA,6664195,267627,22412,245215,190,2583,6711,12928,53047,168421,23747
2796,2010,WA,6742950,270564,21138,249426,154,2579,5929,12476,55192,168490,25744
2797,2011,WA,6823267,264361,20152,244209,163,2320,5627,12042,56561,162828,24820
2798,2012,WA,6895318,274930,20553,254377,217,2250,5801,12285,61376,166338,26663
2799,2013,WA,6973742,279362,20223,259139,167,2072,5829,11623,58487,172227,28425
2800,2014,WA,7063166,281442,20185,261257,178,1999,5641,11586,55381,175317,30559
2801,2015,WA,7160290,269979,20505,249474,218,2006,5450,12059,51114,171393,26967
2802,2016,WA,7288000,276676,22023,254653,195,2259,5651,13100,49180,173187,32286
2803,2017,WA,7425432,257689,22483,235206,226,3300,5386,13571,43687,162154,29365
2804,2018,WA,7523869,246975,23719,223256,236,3610,5557,14316,40434,154941,27881
2805,2019,WA,7614893,226601,22377,204224,198,3332,5147,13700,34540,145282,24402
2806,1960,WV,1860421,13408,1200,12208,81,78,238,803,4358,6558,1292
2807,1961,WV,1850000,12252,1167,11085,82,81,216,788,4396,5426,1263
2808,1962,WV,1773000,13243,1146,12097,66,75,273,732,3837,6996,1264
2809,1963,WV,1778000,13688,1185,12503,95,74,260,756,4023,7164,1316
2810,1964,WV,1797000,14962,1359,13603,67,89,303,900,4818,7375,1410
2811,1965,WV,1812000,14848,1413,13435,72,77,261,1003,4600,7577,1258
2812,1966,WV,1794000,16801,1613,15188,76,91,342,1104,4651,9146,1391
2813,1967,WV,1798000,18425,1744,16681,83,85,347,1229,5365,9745,1571
2814,1968,WV,1805000,21028,1959,19069,99,79,460,1321,6313,11096,1660
2815,1969,WV,1819000,20096,1766,18330,102,93,347,1224,5870,10906,1554
2816,1970,WV,1744237,24044,2158,21886,109,116,476,1457,6777,13497,1612
2817,1971,WV,1752000,24552,2311,22241,113,87,620,1491,6792,13507,1942
2818,1972,WV,1781000,25584,2299,23285,109,146,562,1482,7356,13976,1953
2819,1973,WV,1794000,26399,2219,24180,103,166,501,1449,7459,14799,1922
2820,1974,WV,1791000,31689,2460,29229,108,179,631,1542,9883,17074,2272
2821,1975,WV,1803000,38004,2915,35089,133,168,820,1794,10656,22154,2279
2822,1976,WV,1821000,42241,2761,39480,122,188,692,1759,10437,26568,2475
2823,1977,WV,1859000,41915,2832,39083,112,246,784,1690,11106,24942,3035
2824,1978,WV,1860000,42224,3120,39104,127,273,862,1858,12059,23776,3269
2825,1979,WV,1878000,43669,3156,40513,128,291,825,1912,11959,24755,3799
2826,1980,WV,1930787,49266,3547,45719,138,306,936,2167,14258,27606,3855
2827,1981,WV,1951000,51091,3410,47681,118,289,979,2024,15122,28884,3675
2828,1982,WV,1948000,48919,3405,45514,102,302,970,2031,13985,27962,3567
2829,1983,WV,1965000,47533,3375,44158,96,263,869,2147,13455,27134,3569
2830,1984,WV,1952000,45596,3283,42313,86,305,744,2148,12649,26296,3368
2831,1985,WV,1936000,43615,3214,40401,73,359,728,2054,11972,25191,3238
2832,1986,WV,1919000,44457,3156,41301,114,362,787,1893,11999,26055,3247
2833,1987,WV,1897000,41558,2605,38953,92,429,591,1493,11450,24436,3067
2834,1988,WV,1884000,42179,2476,39703,93,353,644,1386,11510,25147,3046
2835,1989,WV,1857000,43878,2724,41154,121,347,793,1463,11635,26608,2911
2836,1990,WV,1793477,44891,3036,41855,102,423,680,1831,11785,27310,2760
2837,1991,WV,1801000,47968,3440,44528,111,415,779,2135,12009,29369,3150
2838,1992,WV,1812000,47288,3833,43455,115,393,788,2537,11287,29200,2968
2839,1993,WV,1820000,46093,3793,42300,126,365,782,2520,10904,28456,2940
2840,1994,WV,1822000,46067,3931,42136,99,370,772,2690,10673,28189,3274
2841,1995,WV,1828000,44935,3842,41093,89,388,781,2584,10329,27724,3040
2842,1996,WV,1826000,45346,3836,41510,69,358,737,2672,9979,28300,3231
2843,1997,WV,1816000,44839,3971,40868,75,355,782,2759,10647,26934,3287
2844,1998,WV,1811000,46130,4503,41627,78,339,676,3410,11110,27127,3390
2845,1999,WV,1806928,49161,6336,42825,79,337,661,5259,10303,28760,3762
2846,2000,WV,1808344,47067,5723,41344,46,331,749,4597,9890,28139,3315
2847,2001,WV,1800975,46120,5035,41085,40,320,707,3968,9601,28268,3216
2848,2002,WV,1804884,45320,4221,41099,57,328,657,3179,9677,27524,3898
2849,2003,WV,1811440,46997,4627,42370,73,311,701,3542,10498,28409,3463
2850,2004,WV,1812548,48421,5110,46326,68,346,774,3922,10994,31566,3766
2851,2005,WV,1814083,51723,4968,47757,82,335,816,3735,11334,32603,3820
2852,2006,WV,1818470,52759,5087,47672,75,389,853,3770,11531,32220,3921
2853,2007,WV,1812035,50740,4987,45753,64,369,852,3702,10814,31447,3492
2854,2008,WV,1814873,51376,5027,46349,67,392,899,3669,10914,32241,3194
2855,2009,WV,1819777,51769,5554,46215,84,470,914,4086,12005,31453,2757
2856,2010,WV,1854368,46887,5586,41301,58,362,776,4390,10778,28104,2419
2857,2011,WV,1854908,44506,5497,39009,87,372,802,4236,10245,26656,2108
2858,2012,WV,1856680,50443,5943,44500,70,415,835,4623,11466,30800,2234
2859,2013,WV,1853595,45586,5657,39929,62,367,653,4242,9908,28055,1966
2860,2014,WV,1848751,44132,5850,38282,84,417,655,4517,9368,26954,1960
2861,2015,WV,1841053,45091,6397,38694,85,493,783,4819,9467,26984,2243
2862,2016,WV,1831102,44044,6557,37487,81,468,720,5099,9301,25677,2509
2863,2017,WV,1817048,39124,6564,32560,98,793,673,5000,7557,21917,3086
2864,2018,WV,1804291,33299,5411,27888,76,716,333,4286,5916,19783,2189
2865,2019,WV,1792147,34050,5674,28376,78,754,378,4464,5891,20066,2419
2866,1960,WI,3951777,45270,1261,44009,50,109,327,775,7847,32035,4127
2867,1961,WI,4022000,47937,1268,46669,63,101,361,743,9021,34197,3451
2868,1962,WI,4092000,48212,1174,47038,37,98,348,691,8757,34041,4240
2869,1963,WI,4061000,54702,1312,53390,70,115,393,734,9584,38919,4887
2870,1964,WI,4107000,65110,1762,63348,60,124,451,1127,11725,45756,5867
2871,1965,WI,4144000,65845,1911,63934,64,149,475,1223,11871,45701,6362
2872,1966,WI,4161000,79039,1984,77055,80,151,537,1216,14346,54736,7973
2873,1967,WI,4189000,93504,2948,90556,80,194,1171,1503,18862,62703,8991
2874,1968,WI,4213000,100534,3400,97134,92,262,1394,1652,21225,67312,8597
2875,1969,WI,4233000,105320,3411,101909,87,305,1196,1823,21101,71330,9478
2876,1970,WI,4417933,119376,3792,115584,88,296,1462,1946,23792,82178,9614
2877,1971,WI,4476000,134737,3957,130780,126,341,1411,2079,28172,91837,10771
2878,1972,WI,4520000,133382,4358,129024,126,376,1661,2195,28862,89642,10520
2879,1973,WI,4569000,145151,5273,139878,119,492,2226,2436,32467,96953,10458
2880,1974,WI,4566000,166254,6411,159843,138,514,3025,2734,38212,110395,11236
2881,1975,WI,4607000,183157,6992,176165,150,490,3381,2971,42317,122794,11054
2882,1976,WI,4609000,179782,6345,173437,140,542,2734,2929,38891,124275,10271
2883,1977,WI,4651000,177362,6117,171245,130,600,2426,2961,39390,121588,10267
2884,1978,WI,4679000,181556,6184,175372,118,677,2336,3053,39599,125037,10736
2885,1979,WI,4720000,207112,7839,199273,160,758,2857,4064,44806,141880,12587
2886,1980,WI,4680917,224619,8546,216073,136,697,3310,4403,50524,154070,11479
2887,1981,WI,4739000,225901,8904,216997,161,745,3249,4749,50813,155892,10292
2888,1982,WI,4765000,211524,9077,202447,148,680,3393,4856,46564,147177,8706
2889,1983,WI,4751000,202188,9070,193118,131,861,3415,4663,41980,141434,9704
2890,1984,WI,4766000,198851,9367,189484,117,790,3167,5293,39755,138526,11203
2891,1985,WI,4775000,191798,9880,181918,135,875,3351,5519,37987,133349,10582
2892,1986,WI,4785000,196031,12339,183692,149,961,3483,7746,37464,134083,12145
2893,1987,WI,4807000,200425,12014,188411,168,954,3192,7700,40502,136058,11851
2894,1988,WI,4858000,192959,10414,182545,144,965,3258,6047,35423,134046,13076
2895,1989,WI,4867000,202703,10834,191869,176,993,3659,6006,35683,140040,16146
2896,1990,WI,4891769,215000,12948,202052,225,1013,5514,6196,36755,144924,20373
2897,1991,WI,4955000,221283,13723,207560,239,1259,5895,6330,37241,148695,21624
2898,1992,WI,5007000,216254,13806,202448,218,1315,5997,6276,34645,146198,21605
2899,1993,WI,5038000,204244,13321,190923,222,1269,5714,6116,33400,139148,18375
2900,1994,WI,5082000,200452,13748,186704,227,1192,5739,6590,32824,135559,18321
2901,1995,WI,5123000,199064,14399,184665,219,1194,5384,7602,31416,134623,18626
2902,1996,WI,5160000,197182,13039,184143,204,1086,4982,6767,30356,135941,17846
2903,1997,WI,5170000,190133,13988,176145,205,1048,5214,7521,29503,131002,15640
2904,1998,WI,5224000,185093,13009,172084,190,1037,4474,7308,29740,128134,14210
2905,1999,WI,5250446,173062,12908,160154,179,1055,4449,7225,25633,120702,13819
2906,2000,WI,5363675,172124,12700,159424,169,1165,4537,6829,25183,119605,14636
2907,2001,WI,5405947,179410,12486,166924,192,1142,4444,6708,26927,125275,14722
2908,2002,WI,5439692,176987,12238,164749,154,1237,4713,6134,27926,123365,13458
2909,2003,WI,5474290,169788,12104,157684,183,1202,4397,6322,26546,118775,12363
2910,2004,WI,5503533,158258,11548,146710,154,1136,4067,6191,23854,111482,11374
